Identifier,Slug,Status,Repository,Title,Description,Input,Input Shape,Output,Mode,Tag,GitHub,Publication,Source Code,License,Both Identifiers,Code,Interpretation,Task,Contributor,Date,Calculation,Output Shape,Output Type,Host URL,DockerHub,Docker Architecture,S3
eos1d7r,small-world-zinc,Ready,https://github.com/ersilia-os/eos1d7r,Small World Enamine Zinc search,"Small World is an index of chemical space containing more than 230B molecular substructures. Here we use the Small World API to post a query to the SmallWorld server. We sample 100 molecules within a distance of 10 specifically for the ZINC map, not the entire SmallWorld domain. Please check other small-world models available in our hub.",Compound,Single,Compound,Online,Similarity,https://github.com/ersilia-os/eos1d7r,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3606195/,https://pypi.org/project/smallworld-api/,MIT,,"$ ersilia serve small-world-zinc
$ ersilia api -i 'CCCOCCC'
$ ersilia close",List of 100 nearest neighbors,Similarity,miquelduranfrigola,2/11/2023,https://github.com/miquelduranfrigola,List,String,,https://hub.docker.com/r/ersiliaos/eos1d7r,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos1d7r.zip
eos1mxi,smiles-pe,Ready,https://github.com/ersilia-os/eos1mxi,"SmilesPE: tokenizer algorithm for SMILES, DeepSMILES, and SELFIES",The Smiles Pair Encoding method generates smiles substring tokens based on high-frequency token pairs from large chemical datasets. This method is well-suited for both QSAR activities as well as generative models. The model provided here has been pretrained using ChEMBL.,Compound,Single,Compound,Pretrained,"Chemical language model,Chemical notation,ChEMBL",https://github.com/ersilia-os/eos1mxi,https://pubs.acs.org/doi/abs/10.1021/acs.jcim.0c01127,https://github.com/XinhaoLi74/SmilesPE,Apache-2.0,,"$ ersilia serve smiles-pe
$ ersilia api -i 'CCCOCCC'
$ ersilia close","A data-driven tokenization method for SMILES-based deep learning models in cheminformatics, demonstrating high performance in molecular generation and QSAR prediction tasks compared to atom-level tokenization",Generative,Richiio,2/8/2023,https://github.com/Richiio,Flexible List,String,,https://hub.docker.com/r/ersiliaos/eos1mxi,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos1mxi.zip
eos2lm8,smiles-transformer,Ready,https://github.com/ersilia-os/eos2lm8,SMILES transformer descriptor,Molecular embedding based on natural language processing. It converts SMILES into fingerprints using an unsupervised model pre-trained on a very large SMILES dataset from ChEMBL. The transformer is particularly well-suited for low-data drug discovery.,Compound,Single,Descriptor,Pretrained,"Chemical language model,Descriptor,Embedding",https://github.com/ersilia-os/eos2lm8,https://arxiv.org/abs/1911.04738,https://github.com/DSPsleeporg/smiles-transformer,MIT,"eos2lm8,smiles-transformer","$ ersilia serve smiles-transformer
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Vector representation of small molecules,Representation,miquelduranfrigola,22/9/2021,https://github.com/miquelduranfrigola,List,Float,,https://hub.docker.com/r/ersiliaos/eos2lm8,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos2lm8.zip
eos4se9,smiles2iupac,Ready,https://github.com/ersilia-os/eos4se9,STOUT: SMILES to IUPAC name translator,"Small molecules are represented by a variety of machine-readable strings (SMILES, InChi, SMARTS, among others). On the contrary, IUPAC (International Union of Pure and Applied Chemistry) names are devised for human readers. The authors trained a language translator model treating the SMILES and IUPAC as two different languages. 81 million SMILES were downloaded from PubChem and converted to SELFIES for model training. The corresponding IUPAC names for the 81 million SMILES were obtained with ChemAxon molconvert software.",Compound,Single,Text,Pretrained,"Chemical notation,Chemical language model",https://github.com/ersilia-os/eos4se9,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-021-00512-4,https://github.com/Kohulan/Smiles-TO-iUpac-Translator,MIT,,"$ ersilia serve smiles2iupac
$ ersilia api -i 'CCCOCCC'
$ ersilia close",IUPAC name of a specific SMILES,Representation,carcablop,9/1/2023,https://github.com/carcablop,Single,String,,https://hub.docker.com/r/ersiliaos/eos4se9,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos4se9.zip
eos6oli,soltrannet-aqueous-solubility,Ready,https://github.com/ersilia-os/eos6oli,Aqueous solubility prediction,"Fast aqueous solubility prediction based on the Molecule Attention Transformer (MAT). The authors used AqSolDB to fine-tune the MAT network to solubility prediction, achieving competitive scores in the Second Challenge to Predict Aqueous Solubility (SC2).",Compound,Single,Experimental value,Pretrained,"Solubility,ADME,LogS",https://github.com/ersilia-os/eos6oli,https://pubs.acs.org/doi/10.1021/acs.jcim.1c00331,https://github.com/gnina/SolTranNet,Apache-2.0,"eos6oli,soltrannet-aqueous-solubility","$ ersilia serve soltrannet-aqueous-solubility
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Predicted LogS (log of the solubility),Regression,miquelduranfrigola,19/10/2021,https://github.com/miquelduranfrigola,Single,Float,,https://hub.docker.com/r/ersiliaos/eos6oli,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos6oli.zip
eos69p9,ssl-gcn-tox21,Ready,https://github.com/ersilia-os/eos69p9,Toxicity prediction across the Tox21 panel with semi-supervised learning,"Toxicity prediction across the Tox21 panel from MoleculeNet, comprising 12 toxicity pathways. The model uses the Mean Teacher Semi-Supervised Learning (MT-SSL) approach to overcome the low number of data points experimentally annotated for toxicity tasks. For the MT-SSL, Tox21 (831 compounds and 12 different endpoints) was used as labeled data and a selection of 50K compounds from other MoleculeNet datasets was used as unlabeled data.",Compound,Single,Probability,Pretrained,"Tox21,Toxicity,MoleculeNet",https://github.com/ersilia-os/eos69p9,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-021-00570-8,https://github.com/chen709847237/SSL-GCN,None,"eos69p9,ssl-gcn-tox21","$ ersilia serve ssl-gcn-tox21
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of toxicity across 12 tasks defined in Tox21,Classification,Amna-28,16/6/2022,https://github.com/Amna-28,List,Float,,https://hub.docker.com/r/ersiliaos/eos69p9,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos69p9.zip
eos8fma,stoned-sampler,Ready,https://github.com/ersilia-os/eos8fma,Stoned Sampler,The STONED sampler uses small modifications to molecules represented as SELFIES to perform a search of the chemical space and generate new molecules. The use of string modifications in the SELFIES molecular representation bypasses the need for large amounts of data while maintaining a performance comparable to deep generative models.,Compound,Single,Compound,Pretrained,Compound generation,https://github.com/ersilia-os/eos8fma,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8153210/,https://github.com/aspuru-guzik-group/stoned-selfies,Apache-2.0,"eos8fma,stoned-sampler","$ ersilia serve stoned-sampler
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Up to 1000 derivatives of the input molecule,Generative,GemmaTuron,8/8/2023,https://github.com/GemmaTuron,List,String,,https://hub.docker.com/r/ersiliaos/eos8fma,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos8fma.zip
eos7pw8,syba-synthetic-accessibility,Ready,https://github.com/ersilia-os/eos7pw8,Bayesian prediction of synthetic accessibility,"SYBA uses a fragment-based approach to classify whether a molecule is easy or hard to synthesize, and it can also be used to analyze the contribution of individual fragments to the total synthetic accessibility. The easy-to-synthesize dataset is an extract of the ZINC purchasable compounds, and the hard-to-synthesize dataset is generated using a Nonpher approach (introducing small molecular perturbations to transform molecules into more complex compounds). The fragments are calculated with ECFP8 descriptors, and independence between fragments is assumed.",Compound,Single,Score,Pretrained,"Synthetic accessibility,Chemical synthesis",https://github.com/ersilia-os/eos7pw8,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-020-00439-2,https://github.com/lich-uct/syba,GPL-3.0,"eos7pw8,syba-synthetic-accessibility","$ ersilia serve syba-synthetic-accessibility
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Higher score indicates higher confidence that the molecule is synthetically available,Regression,miquelduranfrigola,25/10/2021,https://github.com/miquelduranfrigola,Single,Float,,https://hub.docker.com/r/ersiliaos/eos7pw8,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos7pw8.zip
eos3ae6,whales-descriptor,Ready,https://github.com/ersilia-os/eos3ae6,Holistic molecular descriptors for scaffold hopping,Weighted Holistic Atom Localization and Entity Shape (WHALES) is a descriptors based on 3D structure to facilitate natural product featurization. It is aimed at scaffold hopping exercises from natural products to synthetic compounds,Compound,Single,Descriptor,Pretrained,"Natural product,Descriptor",https://github.com/ersilia-os/eos3ae6,https://www.nature.com/articles/s42004-018-0043-x,https://github.com/ETHmodlab/scaffold_hopping_whales,MIT,"eos3ae6,whales-descriptor","$ ersilia serve whales-descriptor
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Vector representation of a molecule,Representation,miquelduranfrigola,15/7/2021,https://github.com/miquelduranfrigola,List,Float,,https://hub.docker.com/r/ersiliaos/eos3ae6,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos3ae6.zip
eos24ur,whales-scaled,Ready,https://github.com/ersilia-os/eos24ur,WHALES scaled,"Scaled version of the WHALES descriptors (see eos3ae6). WHALES are holistic molecular descriptors useful for scaffold hopping, based on 3D structure to facilitate natural product featurization. The scaling uses sklearn's Robust Scaler trained on a random set of 100K molecules from ChEMBL.",Compound,Single,Descriptor,Pretrained,"Natural product,Descriptor",https://github.com/ersilia-os/eos24ur,https://www.nature.com/articles/s42004-018-0043-x,https://github.com/grisoniFr/scaffold_hopping_whales,MIT,,"$ ersilia serve whales-scaled
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Scaled vector representation of a molecule,Representation,miquelduranfrigola,5/3/2024,https://github.com/miquelduranfrigola,List,Float,,https://hub.docker.com/r/ersiliaos/eos24ur,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos24ur.zip
